date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:01:38	681495/681495	---MCZ	200	added ('OK')	text/html	etag:W/%2252b1e511cc4f3e9064ec1c23a1ec06b4%22	https://jerecodelacruz.wixsite.com/portfolio/flash-reality	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/portfolio/flash-reality.html	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:39	677489/677489	---MCZ	200	added ('OK')	text/html	etag:W/%221485bb6216dfaf75b82ca137fb5a5a41%22	https://jerecodelacruz.wixsite.com/portfolio/gender-circles	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/portfolio/gender-circles.html	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:40	677955/677955	---MCZ	200	added ('OK')	text/html	etag:W/%225c6b0aa23b101a6130d424de019d83a8%22	https://jerecodelacruz.wixsite.com/portfolio/pedal-race	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/portfolio/pedal-race.html	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:43	681505/681505	---MCZ	200	added ('OK')	text/html	etag:W/%22929c2dd8530f22328f0109928eea4c09%22	https://jerecodelacruz.wixsite.com/portfolio/jurassic-run	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/portfolio/jurassic-run.html	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:44	678564/678564	---MCZ	200	added ('OK')	text/html	etag:W/%22bb601395928d2b534980fd76e94ea1c1%22	https://jerecodelacruz.wixsite.com/portfolio/traffic-rush	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/portfolio/traffic-rush.html	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:46	681371/681371	---MCZ	200	added ('OK')	text/html	etag:W/%2202e441a95a78577263ab607ff018518f%22	https://jerecodelacruz.wixsite.com/portfolio/sounds-spelling	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/portfolio/sounds-spelling.html	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:47	530795/530795	---MCZ	200	added ('OK')	text/html	etag:W/%22665bbfba8f388bc3cd3facf2d07d93ca%22	https://jerecodelacruz.wixsite.com/portfolio/about	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/portfolio/about.html	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:47	2897/2897	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:47%20GMT	https://static.wixstatic.com/media/48dad3_2dcbf3d022b84ea598653f5e9719e693f000.jpg/v1/fill/w_107,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/48dad3_2dcbf3d022b84ea598653f5e9719e693f000.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_2dcbf3d022b84ea598653f5e9719e693f000.jpg/v1/fill/w_107,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2/48dad3_2dcbf3d022b84ea598653f5e9719e693f000.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:47	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2016:01:47%20GMT	https://jerecodelacruz.wixsite.com/media/emptystate.85a4add5.svg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/jerecodelacruz.wixsite.com/media/emptystate.85a4add5.1b.delayed	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:48	1165/1165	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:48%20GMT	https://static.wixstatic.com/media/48dad3_8486a33efcd34504adae30a7992c0005~mv2.jpg/v1/fill/w_1,h_1,fp_0.63_0.47,q_90/48dad3_8486a33efcd34504adae30a7992c0005~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_8486a33efcd34504adae30a7992c0005_mv2.jpg/v1/fill/w_1,h_1,fp_0.63_0.47,q_90/48dad3_8486a33efcd34504adae30a7992c0005_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:48	73073/73073	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2015:34:42%20GMT	https://static.wixstatic.com/media/48dad3_8486a33efcd34504adae30a7992c0005~mv2.jpg/v1/fill/w_480,h_640,fp_0.63_0.47,q_90/48dad3_8486a33efcd34504adae30a7992c0005~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_8486a33efcd34504adae30a7992c0005_mv2.jpg/v1/fill/w_480,h_640,fp_0.63_0.47,q_90/48dad3_8486a33efcd34504adae30a7992c0005_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:48	391429/391429	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2015:34:42%20GMT	https://static.wixstatic.com/media/48dad3_b6a981d688cb4962a0537d63f798c34d~mv2.png/v1/fill/w_379,h_507,fp_0.54_0.36,q_90/48dad3_b6a981d688cb4962a0537d63f798c34d~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_b6a981d688cb4962a0537d63f798c34d_mv2.png/v1/fill/w_379,h_507,fp_0.54_0.36,q_90/48dad3_b6a981d688cb4962a0537d63f798c34d_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:49	1166/1166	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:48%20GMT	https://static.wixstatic.com/media/48dad3_19f1c1e59fed4e908e18849612c998ae~mv2.jpg/v1/fill/w_1,h_1,fp_0.54_0.32,q_90/48dad3_19f1c1e59fed4e908e18849612c998ae~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_19f1c1e59fed4e908e18849612c998ae_mv2.jpg/v1/fill/w_1,h_1,fp_0.54_0.32,q_90/48dad3_19f1c1e59fed4e908e18849612c998ae_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:49	116043/116043	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2015:34:43%20GMT	https://static.wixstatic.com/media/48dad3_19f1c1e59fed4e908e18849612c998ae~mv2.jpg/v1/fill/w_480,h_640,fp_0.54_0.32,q_90/48dad3_19f1c1e59fed4e908e18849612c998ae~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_19f1c1e59fed4e908e18849612c998ae_mv2.jpg/v1/fill/w_480,h_640,fp_0.54_0.32,q_90/48dad3_19f1c1e59fed4e908e18849612c998ae_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:49	1166/1166	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:49%20GMT	https://static.wixstatic.com/media/48dad3_28deb978838f419983958e26abfbc92c~mv2.jpg/v1/fill/w_1,h_1,fp_0.53_0.49,q_90/48dad3_28deb978838f419983958e26abfbc92c~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_28deb978838f419983958e26abfbc92c_mv2.jpg/v1/fill/w_1,h_1,fp_0.53_0.49,q_90/48dad3_28deb978838f419983958e26abfbc92c_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:49	77470/77470	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2015:34:44%20GMT	https://static.wixstatic.com/media/48dad3_28deb978838f419983958e26abfbc92c~mv2.jpg/v1/fill/w_480,h_641,fp_0.53_0.49,q_90/48dad3_28deb978838f419983958e26abfbc92c~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_28deb978838f419983958e26abfbc92c_mv2.jpg/v1/fill/w_480,h_641,fp_0.53_0.49,q_90/48dad3_28deb978838f419983958e26abfbc92c_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:49	140418/140418	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2015:34:45%20GMT	https://static.wixstatic.com/media/48dad3_d47bfc5b27cf48fc9ee4dc1b530a0c2e~mv2.png/v1/fit/w_309,h_430,q_90/48dad3_d47bfc5b27cf48fc9ee4dc1b530a0c2e~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_d47bfc5b27cf48fc9ee4dc1b530a0c2e_mv2.png/v1/fit/w_309,h_430,q_90/48dad3_d47bfc5b27cf48fc9ee4dc1b530a0c2e_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:50	693/693	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:50%20GMT	https://static.wixstatic.com/media/48dad3_a6739e0e9f4447bfb63da263da3d8f38~mv2.jpg/v1/fill/w_1,h_1,fp_0.42_0.59,q_90/48dad3_a6739e0e9f4447bfb63da263da3d8f38~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_a6739e0e9f4447bfb63da263da3d8f38_mv2.jpg/v1/fill/w_1,h_1,fp_0.42_0.59,q_90/48dad3_a6739e0e9f4447bfb63da263da3d8f38_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:50	71760/71760	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2015:34:46%20GMT	https://static.wixstatic.com/media/48dad3_a6739e0e9f4447bfb63da263da3d8f38~mv2.jpg/v1/fill/w_480,h_641,fp_0.42_0.59,q_90/48dad3_a6739e0e9f4447bfb63da263da3d8f38~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_a6739e0e9f4447bfb63da263da3d8f38_mv2.jpg/v1/fill/w_480,h_641,fp_0.42_0.59,q_90/48dad3_a6739e0e9f4447bfb63da263da3d8f38_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:50	561193/561193	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2015:34:46%20GMT	https://static.wixstatic.com/media/48dad3_e067df9d6359425c9677db73a42808c9~mv2.png/v1/fill/w_480,h_640,fp_0.47_0.44,q_90/48dad3_e067df9d6359425c9677db73a42808c9~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_e067df9d6359425c9677db73a42808c9_mv2.png/v1/fill/w_480,h_640,fp_0.47_0.44,q_90/48dad3_e067df9d6359425c9677db73a42808c9_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:51	413885/413885	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2015:34:47%20GMT	https://static.wixstatic.com/media/48dad3_6348e121bdc34de4bfcba7aa90990b5d~mv2.png/v1/fill/w_480,h_641,fp_0.54_0.49,q_90/48dad3_6348e121bdc34de4bfcba7aa90990b5d~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_6348e121bdc34de4bfcba7aa90990b5d_mv2.png/v1/fill/w_480,h_641,fp_0.54_0.49,q_90/48dad3_6348e121bdc34de4bfcba7aa90990b5d_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:51	1165/1165	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:51%20GMT	https://static.wixstatic.com/media/48dad3_9dea3d2a1bca4f119a989bc1302d22f0~mv2.jpg/v1/fill/w_1,h_1,fp_0.5_0.42,q_90/48dad3_9dea3d2a1bca4f119a989bc1302d22f0~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_9dea3d2a1bca4f119a989bc1302d22f0_mv2.jpg/v1/fill/w_1,h_1,fp_0.5_0.42,q_90/48dad3_9dea3d2a1bca4f119a989bc1302d22f0_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:51	52446/52446	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:51%20GMT	https://static.wixstatic.com/media/48dad3_9dea3d2a1bca4f119a989bc1302d22f0~mv2.jpg/v1/fill/w_480,h_640,fp_0.5_0.42,q_90/48dad3_9dea3d2a1bca4f119a989bc1302d22f0~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_9dea3d2a1bca4f119a989bc1302d22f0_mv2.jpg/v1/fill/w_480,h_640,fp_0.5_0.42,q_90/48dad3_9dea3d2a1bca4f119a989bc1302d22f0_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:52	690/690	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:52%20GMT	https://static.wixstatic.com/media/48dad3_19e8e1cd53c74ae5bd467e677c390b17~mv2.jpg/v1/fill/w_1,h_1,fp_0.5_0.49,q_90/48dad3_19e8e1cd53c74ae5bd467e677c390b17~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_19e8e1cd53c74ae5bd467e677c390b17_mv2.jpg/v1/fill/w_1,h_1,fp_0.5_0.49,q_90/48dad3_19e8e1cd53c74ae5bd467e677c390b17_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:52	19279/19279	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:52%20GMT	https://static.wixstatic.com/media/48dad3_19e8e1cd53c74ae5bd467e677c390b17~mv2.jpg/v1/fill/w_480,h_641,fp_0.5_0.49,q_90/48dad3_19e8e1cd53c74ae5bd467e677c390b17~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_19e8e1cd53c74ae5bd467e677c390b17_mv2.jpg/v1/fill/w_480,h_641,fp_0.5_0.49,q_90/48dad3_19e8e1cd53c74ae5bd467e677c390b17_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:53	1166/1166	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:52%20GMT	https://static.wixstatic.com/media/48dad3_295adc951bda4de784effd18328d030e~mv2.jpg/v1/fill/w_1,h_1,fp_0.35_0.45,q_90/48dad3_295adc951bda4de784effd18328d030e~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_295adc951bda4de784effd18328d030e_mv2.jpg/v1/fill/w_1,h_1,fp_0.35_0.45,q_90/48dad3_295adc951bda4de784effd18328d030e_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:53	36283/36283	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:53%20GMT	https://static.wixstatic.com/media/48dad3_295adc951bda4de784effd18328d030e~mv2.jpg/v1/fill/w_480,h_640,fp_0.35_0.45,q_90/48dad3_295adc951bda4de784effd18328d030e~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_295adc951bda4de784effd18328d030e_mv2.jpg/v1/fill/w_480,h_640,fp_0.35_0.45,q_90/48dad3_295adc951bda4de784effd18328d030e_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:54	692/692	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:53%20GMT	https://static.wixstatic.com/media/48dad3_a827ee5e891349dda46f8953f51c137d~mv2.jpg/v1/fill/w_1,h_1,fp_0.47_0.44,q_90/48dad3_a827ee5e891349dda46f8953f51c137d~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_a827ee5e891349dda46f8953f51c137d_mv2.jpg/v1/fill/w_1,h_1,fp_0.47_0.44,q_90/48dad3_a827ee5e891349dda46f8953f51c137d_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:54	94919/94919	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2016:01:54%20GMT	https://static.wixstatic.com/media/48dad3_a827ee5e891349dda46f8953f51c137d~mv2.jpg/v1/fill/w_429,h_573,fp_0.47_0.44,q_90/48dad3_a827ee5e891349dda46f8953f51c137d~mv2.jpg	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_a827ee5e891349dda46f8953f51c137d_mv2.jpg/v1/fill/w_429,h_573,fp_0.47_0.44,q_90/48dad3_a827ee5e891349dda46f8953f51c137d_mv2.jpg	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:54	273688/273688	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2016:01:54%20GMT	https://static.wixstatic.com/media/48dad3_e7adb87e31a64c30aec146edb9410de6~mv2.png/v1/fill/w_480,h_640,fp_0.51_0.52,q_90/48dad3_e7adb87e31a64c30aec146edb9410de6~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_e7adb87e31a64c30aec146edb9410de6_mv2.png/v1/fill/w_480,h_640,fp_0.51_0.52,q_90/48dad3_e7adb87e31a64c30aec146edb9410de6_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:55	238516/238516	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2016:01:55%20GMT	https://static.wixstatic.com/media/48dad3_664389ee7f7d4e6c8b1372bc815ccf8e~mv2.png/v1/fill/w_427,h_439,fp_0.49_0.35,q_90/48dad3_664389ee7f7d4e6c8b1372bc815ccf8e~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_664389ee7f7d4e6c8b1372bc815ccf8e_mv2.png/v1/fill/w_427,h_439,fp_0.49_0.35,q_90/48dad3_664389ee7f7d4e6c8b1372bc815ccf8e_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:56	397974/397974	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2016:01:55%20GMT	https://static.wixstatic.com/media/48dad3_939439036d0946d89b9c087fc2f8acfd~mv2.png/v1/fill/w_480,h_640,fp_0.48_0.48,q_90/48dad3_939439036d0946d89b9c087fc2f8acfd~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_939439036d0946d89b9c087fc2f8acfd_mv2.png/v1/fill/w_480,h_640,fp_0.48_0.48,q_90/48dad3_939439036d0946d89b9c087fc2f8acfd_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
00:01:56	77449/77449	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2016:01:56%20GMT	https://static.wixstatic.com/media/48dad3_a9b8000ee5914205ac134a4fd567c5f5~mv2.png/v1/fill/w_480,h_640,fp_0.47_0.5,q_90/48dad3_a9b8000ee5914205ac134a4fd567c5f5~mv2.png	C:/Users/jerec/Desktop/PorfolioWebsite/Portfolio/static.wixstatic.com/media/48dad3_a9b8000ee5914205ac134a4fd567c5f5_mv2.png/v1/fill/w_480,h_640,fp_0.47_0.5,q_90/48dad3_a9b8000ee5914205ac134a4fd567c5f5_mv2.png	(from https://jerecodelacruz.wixsite.com/portfolio)
